dir,image,class,brightness,pred,conf
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15472/0,15472_idx5_x2701_y401_class0.png,0,220.0452,0,0.9996125
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8867/0,8867_idx5_x901_y1851_class0.png,0,218.904,1,0.99999666
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10302/1,10302_idx5_x1051_y1501_class1.png,1,185.4792,0,0.9999937
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16085/0,16085_idx5_x601_y1001_class0.png,0,177.0112,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10301/1,10301_idx5_x1401_y751_class1.png,1,132.0988,1,0.9909339
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8975/0,8975_idx5_x2251_y251_class0.png,0,221.1832,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12750/0,12750_idx5_x751_y1551_class0.png,0,184.974,0,0.9916146
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16014/0,16014_idx5_x1601_y751_class0.png,0,182.6404,1,0.99936014
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12901/0,12901_idx5_x751_y1951_class0.png,0,215.4364,0,0.99365133
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10259/0,10259_idx5_x151_y701_class0.png,0,211.2852,1,0.9612293
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10308/0,10308_idx5_x2701_y701_class0.png,0,185.9,1,0.9999907
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13694/0,13694_idx5_x1751_y401_class0.png,0,201.2412,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10260/0,10260_idx5_x451_y951_class0.png,0,176.1212,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12879/1,12879_idx5_x1101_y501_class1.png,1,155.4136,1,0.99994826
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14304/1,14304_idx5_x751_y351_class1.png,1,158.9448,0,0.55133355
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10304/0,10304_idx5_x2101_y801_class0.png,0,170.2628,1,0.9564956
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14304/1,14304_idx5_x1101_y1501_class1.png,1,163.9732,0,0.99999857
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13402/1,13402_idx5_x1851_y701_class1.png,1,183.35,0,0.99999905
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13462/0,13462_idx5_x2351_y1901_class0.png,0,208.3804,0,0.9999895
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14155/1,14155_idx5_x2851_y801_class1.png,1,174.472,0,0.948565
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12905/1,12905_idx5_x1901_y2201_class1.png,1,133.7092,0,0.9960074
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12955/0,12955_idx5_x1451_y651_class0.png,0,213.156,0,0.99998534
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10269/0,10269_idx5_x1651_y151_class0.png,0,194.1412,1,0.9998041
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16569/0,16569_idx5_x851_y851_class0.png,0,181.9572,1,0.98250777
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9123/0,9123_idx5_x1751_y751_class0.png,0,210.9868,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12751/0,12751_idx5_x551_y1451_class0.png,0,202.7344,0,0.99978787
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10268/0,10268_idx5_x951_y1601_class0.png,0,204.6392,0,0.7820239
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12954/0,12954_idx5_x1101_y601_class0.png,0,182.4744,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12867/0,12867_idx5_x851_y1751_class0.png,0,202.4832,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15510/1,15510_idx5_x1901_y1401_class1.png,1,134.1264,1,0.9815081
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10306/0,10306_idx5_x1851_y601_class0.png,0,175.9,1,0.9992624
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9254/0,9254_idx5_x301_y1601_class0.png,0,213.5712,0,0.9999856
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9081/1,9081_idx5_x2701_y1651_class1.png,1,162.1204,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12880/0,12880_idx5_x1851_y601_class0.png,0,168.4532,0,0.99999964
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14305/0,14305_idx5_x351_y1251_class0.png,0,205.7736,0,0.99107987
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10307/0,10307_idx5_x2501_y1701_class0.png,0,213.8264,0,0.9968528
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9177/0,9177_idx5_x2501_y1151_class0.png,0,218.922,1,0.99960834
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15472/0,15472_idx5_x3401_y1251_class0.png,0,186.5012,1,0.75866485
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12626/0,12626_idx5_x2101_y351_class0.png,0,220.942,0,0.9996045
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9036/0,9036_idx5_x2951_y1601_class0.png,0,195.39,0,0.8585774
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12821/0,12821_idx5_x401_y1801_class0.png,0,205.4172,0,0.9999956
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9265/0,9265_idx5_x2401_y1901_class0.png,0,188.9944,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12824/0,12824_idx5_x1901_y1401_class0.png,0,223.8248,1,0.8189791
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12955/0,12955_idx5_x901_y1651_class0.png,0,192.4608,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15515/0,15515_idx5_x2501_y451_class0.png,0,176.578,1,0.98963165
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10301/1,10301_idx5_x801_y1451_class1.png,1,188.7596,0,0.9855877
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15510/1,15510_idx5_x2601_y1551_class1.png,1,146.4228,1,0.96860653
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12905/0,12905_idx5_x1201_y151_class0.png,0,215.4032,0,0.77122563
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14188/0,14188_idx5_x851_y901_class0.png,0,193.342,0,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9022/0,9022_idx5_x2401_y651_class0.png,0,218.3932,1,0.9999957
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13613/0,13613_idx5_x1101_y401_class0.png,0,176.4492,0,0.985091
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10306/0,10306_idx5_x901_y601_class0.png,0,182.2992,0,0.9995484
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10269/0,10269_idx5_x2201_y501_class0.png,0,194.3136,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10291/0,10291_idx5_x201_y2101_class0.png,0,221.2884,0,0.86508775
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12878/0,12878_idx5_x2451_y2401_class0.png,0,209.5648,0,0.9823377
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13402/1,13402_idx5_x2251_y701_class1.png,1,173.2108,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10264/0,10264_idx5_x2351_y401_class0.png,0,168.8488,1,0.99950325
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13666/1,13666_idx5_x901_y1101_class1.png,1,178.3736,0,0.9997621
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12870/0,12870_idx5_x2551_y1401_class0.png,0,210.6584,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12934/0,12934_idx5_x2801_y851_class0.png,0,188.5592,1,0.99843067
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16014/0,16014_idx5_x1451_y351_class0.png,0,177.7372,0,0.9999919
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10308/1,10308_idx5_x1951_y1551_class1.png,1,133.5768,0,0.99898225
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10305/0,10305_idx5_x3151_y1301_class0.png,0,224.2444,0,0.9692266
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9255/1,9255_idx5_x1401_y1101_class1.png,1,133.7428,0,0.99038094
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14191/0,14191_idx5_x2251_y1101_class0.png,0,221.0236,1,0.99993443
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8975/0,8975_idx5_x3151_y901_class0.png,0,182.0228,0,0.99207217
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10256/0,10256_idx5_x701_y701_class0.png,0,220.016,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13617/0,13617_idx5_x401_y101_class0.png,0,176.5552,0,0.9954326
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8914/0,8914_idx5_x451_y551_class0.png,0,206.672,0,0.8859982
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8975/0,8975_idx5_x3151_y851_class0.png,0,206.9,0,0.9726806
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9265/0,9265_idx5_x2051_y301_class0.png,0,218.3148,0,0.83669937
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12867/0,12867_idx5_x2251_y751_class0.png,0,205.7876,0,0.9999931
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9226/0,9226_idx5_x2451_y1451_class0.png,0,213.8332,0,0.995063
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16166/1,16166_idx5_x1701_y1251_class1.png,1,142.062,0,0.8849594
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9075/0,9075_idx5_x1251_y901_class0.png,0,182.6348,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9135/0,9135_idx5_x451_y751_class0.png,0,215.99,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12949/0,12949_idx5_x2651_y301_class0.png,0,222.9144,1,0.9601182
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8864/0,8864_idx5_x1651_y1951_class0.png,0,217.1564,0,0.99911565
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12897/0,12897_idx5_x3501_y1501_class0.png,0,214.1068,0,0.95165074
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8951/0,8951_idx5_x2651_y1851_class0.png,0,219.4268,1,0.99999905
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14306/1,14306_idx5_x2151_y1151_class1.png,1,174.008,1,0.78342354
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12891/1,12891_idx5_x1651_y1551_class1.png,1,164.4588,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12894/0,12894_idx5_x2501_y1701_class0.png,0,200.9624,1,0.9765156
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12817/1,12817_idx5_x1451_y1151_class1.png,1,153.764,1,0.97168946
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12890/0,12890_idx5_x351_y601_class0.png,0,197.8144,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12872/0,12872_idx5_x2251_y1651_class0.png,0,197.9164,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15902/1,15902_idx5_x2701_y801_class1.png,1,167.9056,0,0.7359019
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8867/0,8867_idx5_x1801_y301_class0.png,0,168.7776,0,0.9869322
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13400/0,13400_idx5_x3001_y2701_class0.png,0,173.3124,1,0.51506823
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14191/0,14191_idx5_x1851_y801_class0.png,0,202.6548,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14188/0,14188_idx5_x401_y451_class0.png,0,205.2728,0,0.9999678
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12897/1,12897_idx5_x1751_y1251_class1.png,1,181.4912,1,0.99998593
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9381/1,9381_idx5_x301_y1351_class1.png,1,137.496,1,0.9694369
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8950/0,8950_idx5_x1601_y1001_class0.png,0,165.5564,1,0.99999917
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12951/0,12951_idx5_x2351_y2151_class0.png,0,218.0104,1,0.9998989
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12884/1,12884_idx5_x1551_y401_class1.png,1,152.4404,1,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13403/0,13403_idx5_x1851_y1251_class0.png,0,192.966,0,0.99524885
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12911/0,12911_idx5_x1851_y151_class0.png,0,216.0956,0,0.9999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16896/0,16896_idx5_x1251_y1201_class0.png,0,209.496,1,0.9999962
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9225/0,9225_idx5_x701_y1501_class0.png,0,174.1832,0,0.99325895
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12932/1,12932_idx5_x1651_y851_class1.png,1,164.4432,0,0.99938214
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16165/0,16165_idx5_x2951_y751_class0.png,0,179.372,0,0.82149297
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13400/1,13400_idx5_x1551_y1551_class1.png,1,156.1856,1,0.99590474
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16085/0,16085_idx5_x2451_y1051_class0.png,0,220.7796,0,0.9482714
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9254/0,9254_idx5_x2401_y1151_class0.png,0,220.5576,0,0.9760342
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10300/0,10300_idx5_x951_y1451_class0.png,0,169.286,0,0.94321954
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10302/0,10302_idx5_x51_y951_class0.png,0,176.0028,0,0.8465506
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10301/0,10301_idx5_x301_y751_class0.png,0,186.6704,0,0.97818965
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12867/0,12867_idx5_x1101_y151_class0.png,0,218.214,0,0.99999917
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8914/0,8914_idx5_x1351_y601_class0.png,0,217.492,0,0.9999716
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9073/0,9073_idx5_x2551_y1201_class0.png,0,188.1092,1,0.8060116
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10307/0,10307_idx5_x1201_y701_class0.png,0,211.3232,1,0.99999917
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12241/0,12241_idx5_x351_y251_class0.png,0,195.8212,0,0.99999917
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8950/0,8950_idx5_x1151_y451_class0.png,0,180.046,0,0.71673954
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9126/0,9126_idx5_x1151_y351_class0.png,0,217.4236,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12932/0,12932_idx5_x2701_y2201_class0.png,0,213.802,1,0.9454418
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15473/0,15473_idx5_x2101_y2151_class0.png,0,202.126,1,0.8618374
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8956/0,8956_idx5_x3101_y301_class0.png,0,188.4584,1,0.99997795
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10303/1,10303_idx5_x1901_y1001_class1.png,1,162.2172,1,0.5289379
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8913/0,8913_idx5_x2351_y1751_class0.png,0,200.1016,0,0.99277955
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14154/1,14154_idx5_x1851_y1151_class1.png,1,164.8884,1,0.9864688
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12810/0,12810_idx5_x2851_y2401_class0.png,0,199.9928,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9178/0,9178_idx5_x701_y801_class0.png,0,214.9164,1,0.9999503
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10307/0,10307_idx5_x1001_y451_class0.png,0,209.636,1,0.9999963
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12880/1,12880_idx5_x1951_y1701_class1.png,1,152.338,0,0.98346967
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12878/0,12878_idx5_x2151_y651_class0.png,0,196.594,0,0.69862103
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12882/0,12882_idx5_x1751_y701_class0.png,0,169.8012,1,0.9999919
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14155/1,14155_idx5_x2851_y1251_class1.png,1,180.5332,1,0.7170205
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9344/1,9344_idx5_x1451_y1301_class1.png,1,164.7916,0,0.9999665
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9177/0,9177_idx5_x2701_y901_class0.png,0,211.138,0,0.875419
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9177/0,9177_idx5_x2901_y1751_class0.png,0,179.8156,0,0.9708312
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16085/0,16085_idx5_x1901_y1701_class0.png,0,221.9708,0,0.9980063
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8951/1,8951_idx5_x1501_y1251_class1.png,1,165.6488,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14191/1,14191_idx5_x2501_y1751_class1.png,1,167.2124,0,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12242/1,12242_idx5_x1551_y401_class1.png,1,143.322,0,0.52872753
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14156/0,14156_idx5_x1701_y651_class0.png,0,195.0616,0,0.99966526
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10275/0,10275_idx5_x2651_y1401_class0.png,0,204.5448,0,0.9999993
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12908/0,12908_idx5_x1301_y1101_class0.png,0,202.8588,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12932/1,12932_idx5_x1651_y901_class1.png,1,146.6084,1,0.9997558
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12822/0,12822_idx5_x501_y601_class0.png,0,207.2744,0,0.99999964
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8864/1,8864_idx5_x1851_y2151_class1.png,1,135.298,0,0.9999734
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14155/1,14155_idx5_x3301_y1101_class1.png,1,146.1008,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9043/0,9043_idx5_x3951_y801_class0.png,0,212.9936,0,0.63847893
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15633/1,15633_idx5_x1351_y501_class1.png,1,173.8888,0,0.99997854
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10278/0,10278_idx5_x1151_y1551_class0.png,0,198.1952,1,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14188/0,14188_idx5_x401_y351_class0.png,0,220.9724,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12897/0,12897_idx5_x2101_y1901_class0.png,0,207.56,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15634/0,15634_idx5_x2251_y1951_class0.png,0,220.9236,0,0.9999913
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9083/0,9083_idx5_x1151_y151_class0.png,0,188.8576,0,0.7625956
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9225/0,9225_idx5_x2401_y101_class0.png,0,179.0124,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10260/1,10260_idx5_x1351_y601_class1.png,1,152.9716,0,0.98166394
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14190/0,14190_idx5_x3151_y1451_class0.png,0,208.5504,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15513/0,15513_idx5_x251_y1251_class0.png,0,174.9844,0,0.9999924
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13400/0,13400_idx5_x1301_y1801_class0.png,0,187.2992,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13021/0,13021_idx5_x2801_y451_class0.png,0,176.8092,1,0.99995196
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10275/0,10275_idx5_x1801_y401_class0.png,0,178.5704,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9225/0,9225_idx5_x1351_y501_class0.png,0,179.6356,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14306/0,14306_idx5_x1651_y1601_class0.png,0,204.1356,0,0.9995838
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9344/1,9344_idx5_x1501_y1501_class1.png,1,160.632,1,0.92624485
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12878/0,12878_idx5_x951_y1501_class0.png,0,212.7788,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9259/0,9259_idx5_x2401_y601_class0.png,0,207.3704,0,0.9982943
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8956/0,8956_idx5_x2651_y1_class0.png,0,212.1044,0,0.9377131
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8917/0,8917_idx5_x451_y1751_class0.png,0,192.6488,0,0.98560137
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10272/0,10272_idx5_x3351_y1501_class0.png,0,176.0692,1,0.9560708
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9037/0,9037_idx5_x801_y601_class0.png,0,187.1052,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9123/0,9123_idx5_x901_y801_class0.png,0,216.4796,0,0.9999883
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12893/1,12893_idx5_x1451_y1351_class1.png,1,166.7156,1,0.9999901
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15472/1,15472_idx5_x1201_y901_class1.png,1,186.2452,0,0.99928707
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12930/0,12930_idx5_x1451_y2251_class0.png,0,202.7244,0,0.9959409
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9135/0,9135_idx5_x1801_y701_class0.png,0,204.8568,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9022/0,9022_idx5_x2001_y1551_class0.png,0,200.5636,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10292/1,10292_idx5_x1201_y1751_class1.png,1,151.6468,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14155/1,14155_idx5_x2651_y951_class1.png,1,174.0596,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15903/0,15903_idx5_x2201_y1701_class0.png,0,186.8736,0,0.97941726
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12751/0,12751_idx5_x1301_y951_class0.png,0,192.454,1,0.9946608
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12951/1,12951_idx5_x1601_y1801_class1.png,1,163.0684,0,0.9999093
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8951/0,8951_idx5_x451_y1901_class0.png,0,220.886,0,0.9476263
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8975/0,8975_idx5_x201_y901_class0.png,0,220.63,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8917/0,8917_idx5_x351_y1901_class0.png,0,171.4836,0,0.9999229
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12933/0,12933_idx5_x1451_y401_class0.png,0,221.2928,1,0.9475703
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9123/0,9123_idx5_x2751_y1551_class0.png,0,198.3048,1,0.9999875
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12749/0,12749_idx5_x1351_y101_class0.png,0,211.6004,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12873/1,12873_idx5_x1401_y1101_class1.png,1,137.9136,0,0.994017
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10308/1,10308_idx5_x1001_y1101_class1.png,1,148.8872,0,0.9758375
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9323/0,9323_idx5_x601_y2551_class0.png,0,222.3948,0,0.98641753
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13025/0,13025_idx5_x601_y451_class0.png,0,202.7424,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13403/1,13403_idx5_x2101_y951_class1.png,1,139.938,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12954/0,12954_idx5_x2151_y1101_class0.png,0,189.1196,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10269/0,10269_idx5_x601_y251_class0.png,0,191.1336,1,0.9999989
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10282/0,10282_idx5_x2851_y1201_class0.png,0,181.8104,1,0.99998605
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10299/1,10299_idx5_x1751_y1651_class1.png,1,138.8412,1,0.99992204
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13693/0,13693_idx5_x2001_y901_class0.png,0,198.9316,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12931/0,12931_idx5_x551_y551_class0.png,0,179.4604,1,0.99999535
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12751/1,12751_idx5_x1801_y2401_class1.png,1,163.8228,0,0.99901307
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12242/1,12242_idx5_x1701_y401_class1.png,1,142.0224,0,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12911/0,12911_idx5_x1801_y701_class0.png,0,210.8592,1,0.9394467
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12822/0,12822_idx5_x1351_y651_class0.png,0,179.4908,0,0.860004
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14153/0,14153_idx5_x351_y2851_class0.png,0,216.0124,1,0.53770876
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13462/1,13462_idx5_x1201_y1201_class1.png,1,161.7684,0,0.880052
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9261/1,9261_idx5_x2201_y1351_class1.png,1,132.7812,0,0.98782766
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16085/0,16085_idx5_x1351_y2701_class0.png,0,212.5212,1,0.98838484
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12931/0,12931_idx5_x251_y1001_class0.png,0,204.8984,1,0.99998605
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13691/0,13691_idx5_x1301_y451_class0.png,0,186.6016,1,0.6157362
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8957/1,8957_idx5_x1901_y651_class1.png,1,144.5988,0,0.9837731
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9075/0,9075_idx5_x1601_y901_class0.png,0,181.0508,1,0.998431
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10288/0,10288_idx5_x2451_y701_class0.png,0,198.3444,0,0.99999595
